Nom^Equip^Posició^Alçada^Pes^Edat
Ron Flores^OAK^Pivot^190.75^72.2^28
Jay Marshall^OAK^Pivot^206.86^70.3^24
Marcus McBeth^OAK^Pivot^196.11^70.3^27
Jorge Posada^NYY^Base^198.81^77.9^36
Wil Nieves^NYY^Base^190.75^72.2^29
Andy Phillips^NYY^Pivot^193.42^77.9^30
Doug Mientkiewicz^NYY^Pivot^198.81^78.28^33
Josh Phelps^NYY^Pivot^201.5^83.6^29
Miguel Cairo^NYY^Alero^196.11^79.04^33
Robinson Cano^NYY^Alero^193.42^64.6^24
Derek Jeter^NYY^Ala-pivot^201.5^74.1^33
Alex Rodriguez^NYY^Alero^201.5^79.8^32
Johnny Damon^NYY^Escolta^198.81^72.2^33
Bobby Abreu^NYY^Escolta^193.42^80.18^33
Hideki Matsui^NYY^Escolta^198.81^87.4^33
Melky Cabrera^NYY^Escolta^190.75^64.6^23
Kevin Thompson^NYY^Escolta^188.06^70.3^27
Jason Giambi^NYY^Alero^201.5^87.4^36
Mike Mussina^NYY^Base^198.81^70.3^38
Carl Pavano^NYY^Base^206.86^91.58^31
Andy Pettitte^NYY^Base^206.86^85.5^35
Darrell Rasner^NYY^Base^201.5^79.8^26
Jeff Karstens^NYY^Base^201.5^66.5^24
Humberto Sanchez^NYY^Base^209.55^87.4^24
Chien-Ming Wang^NYY^Base^201.5^76.0^27
Sean Henn^NYY^Pivot^204.17^81.7^26
Scott Proctor^NYY^Pivot^196.11^75.24^30
Brian Bruney^NYY^Pivot^201.5^85.88^25
Chris Britton^NYY^Pivot^201.5^105.64^24
T.J. Beam^NYY^Pivot^212.24^81.7^27
Jose Veras^NYY^Pivot^206.86^87.4^26
Kyle Farnsworth^NYY^Pivot^204.17^91.2^31
Luis Vizcaino^NYY^Pivot^190.75^69.92^33
Mike Myers^NYY^Pivot^201.5^83.22^38
Mariano Rivera^NYY^Pivot^198.81^64.6^37
Ivan Rodriguez^DET^Base^185.37^82.84^35
Vance Wilson^DET^Base^190.75^72.2^34
Sean Casey^DET^Pivot^204.17^85.5^33
Chris Shelton^DET^Pivot^193.42^83.6^27
Omar Infante^DET^Alero^193.42^66.88^25
Placido Polanco^DET^Alero^188.06^72.2^31
Neifi Perez^DET^Alero^193.42^74.86^34
Carlos Guillen^DET^Ala-pivot^196.11^77.52^31
Ramon Santiago^DET^Ala-pivot^190.75^63.46^28
Tony Giarratano^DET^Ala-pivot^193.42^68.4^24
Brandon Inge^DET^Alero^190.75^74.1^30
Craig Monroe^DET^Escolta^196.11^83.6^30
Magglio Ordo?ez^DET^Escolta^193.42^81.7^33
Curtis Granderson^DET^Escolta^196.11^70.3^26
Brent Clevlen^DET^Escolta^198.81^72.2^23
Marcus Thames^DET^Escolta^198.81^77.9^30
Gary Sheffield^DET^Escolta^193.42^77.9^38
Mike Rabelo^DET^Alero^196.11^76.0^27
Zach Miner^DET^Base^201.5^76.0^25
Jeremy Bonderman^DET^Base^198.81^79.8^24
Nate Robertson^DET^Base^198.81^81.7^29
Justin Verlander^DET^Base^206.86^76.0^24
Virgil Vasquez^DET^Base^201.5^77.9^25
Kenny Rogers^DET^Base^196.11^80.18^42
Mike Maroth^DET^Base^193.42^72.2^30
Fernando Rodney^DET^Pivot^190.75^79.04^30
Chad Durbin^DET^Pivot^198.81^76.0^29
Jason Grilli^DET^Pivot^206.86^79.8^30
Jose Mesa^DET^Pivot^201.5^88.16^41
Todd Jones^DET^Pivot^201.5^87.4^39
Joel Zumaya^DET^Pivot^201.5^79.8^22
Jordan Tata^DET^Pivot^209.55^83.6^25
Andrew Miller^DET^Pivot^209.55^79.8^22
Yorman Bazardo^DET^Pivot^198.81^76.76^23
Wilfredo Ledezma^DET^Pivot^204.17^80.56^26
Roman Colon^DET^Pivot^209.55^85.5^28
Edward Campusano^DET^Pivot^204.17^64.6^25
Rene Rivera^SEA^Base^188.06^72.2^24
Kenji Johjima^SEA^Base^193.42^76.0^31
Richie Sexson^SEA^Pivot^214.93^90.06^32
Ben Broussard^SEA^Pivot^198.81^83.6^30
Jose Lopez^SEA^Alero^198.81^64.6^23
Jose Vidro^SEA^Alero^190.75^73.34^33
Yuniesky Betancourt^SEA^Ala-pivot^188.06^72.2^25
Oswaldo Navarro^SEA^Ala-pivot^193.42^57.0^22
Adrian Beltre^SEA^Alero^190.75^83.6^28
Raul Ibanez^SEA^Escolta^198.81^76.0^35
Jose Guillen^SEA^Escolta^190.75^72.2^31
Jeremy Reed^SEA^Escolta^193.42^70.3^26
Willie Bloomquist^SEA^Escolta^190.75^70.3^29
Adam Jones^SEA^Escolta^198.81^76.0^22
Ichiro Suzuki^SEA^Escolta^185.37^65.36^33
Mike Morse^SEA^Escolta^204.17^83.6^25
Felix Hernandez^SEA^Base^201.5^85.5^21
Ryan Feierabend^SEA^Base^201.5^72.2^22
Sean White^SEA^Base^204.17^74.1^26
Horacio Ramirez^SEA^Base^196.11^83.22^27
Cha Baek^SEA^Base^204.17^72.2^27
Miguel Batista^SEA^Base^196.11^74.86^36
Jeff Weaver^SEA^Base^206.86^76.0^31
Jarrod Washburn^SEA^Base^196.11^74.1^33
George Sherrill^SEA^Pivot^193.42^79.8^30
Julio Mateo^SEA^Pivot^193.42^67.26^30
J.J. Putz^SEA^Pivot^206.86^83.6^30
Chris Reitsma^SEA^Pivot^206.86^89.3^29
Cesar Jimenez^SEA^Pivot^190.75^68.4^22
Eric O'Flaherty^SEA^Pivot^198.81^74.1^22
Jon Huber^SEA^Pivot^198.81^74.1^26
Jake Woods^SEA^Pivot^196.11^72.2^25
Sean Green^SEA^Pivot^209.55^87.4^28
Mark Lowe^SEA^Pivot^201.5^72.2^24
Josh Paul^TB^Base^196.11^76.0^32
Dioner Navarro^TB^Base^188.06^72.2^23
Shawn Riggans^TB^Base^198.81^72.2^27
Ty Wigginton^TB^Pivot^193.42^76.0^29
Brendan Harris^TB^Alero^196.11^76.0^27
Jorge Cantu^TB^Alero^196.11^69.92^25
Ben Zobrist^TB^Ala-pivot^201.5^76.0^26
B.J. Upton^TB^Alero^201.5^68.4^23
Carl Crawford^TB^Escolta^198.81^83.22^26
Rocco Baldelli^TB^Escolta^204.17^71.06^25
Greg Norton^TB^Escolta^196.11^76.0^35
Elijah Dukes^TB^Escolta^198.81^83.6^23
Delmon Young^TB^Escolta^201.5^77.9^21
Jonny Gomes^TB^Alero^196.11^77.9^26
Edwin Jackson^TB^Base^201.5^72.2^23
Scott Kazmir^TB^Base^193.42^64.6^23
Casey Fossum^TB^Base^196.11^60.8^29
Jae Seo^TB^Base^196.11^81.7^30
J.P. Howell^TB^Base^193.42^66.5^24
Tim Corcoran^TB^Base^198.81^77.9^29
Jason Hammel^TB^Base^209.55^76.0^24
James Shields^TB^Base^204.17^81.32^25
Brian Stokes^TB^Base^196.11^76.0^27
Juan Salas^TB^Pivot^198.81^72.2^28
Jeff Ridgway^TB^Pivot^201.5^68.4^27
Ruddy Lugo^TB^Pivot^188.06^77.9^27
Jae-Kuk Ryu^TB^Pivot^201.5^83.6^24
Chad Orvella^TB^Pivot^190.75^72.2^26
Dan Miceli^TB^Pivot^193.42^81.7^36
Seth McClung^TB^Pivot^209.55^89.3^26
Jon Switzer^TB^Pivot^201.5^72.58^28
Shawn Camp^TB^Pivot^196.11^76.0^31
Scott Dohmann^TB^Pivot^196.11^68.78^29
Jason LaRue^KC^Base^190.75^76.0^33
John Buck^KC^Base^201.5^79.8^27
Ryan Shealy^KC^Pivot^206.86^91.2^28
Ross Gload^KC^Pivot^193.42^70.3^31
Esteban German^KC^Alero^185.37^62.7^29
Mark Grudzielanek^KC^Alero^196.11^72.2^37
Angel Sanchez^KC^Alero^198.81^70.3^23
Angel Berroa^KC^Ala-pivot^193.42^66.5^29
Andres Blanco^KC^Ala-pivot^188.06^58.9^23
Mark Teahen^KC^Alero^201.5^79.8^25
Joey Gathright^KC^Escolta^188.06^64.6^26
David DeJesus^KC^Escolta^193.42^66.5^27
Shane Costa^KC^Escolta^193.42^83.6^25
Mitch Maier^KC^Escolta^198.81^79.8^25
Reggie Sanders^KC^Escolta^196.11^77.9^39
Emil Brown^KC^Escolta^198.81^76.0^32
Mike Sweeney^KC^Alero^201.5^85.5^34
John Bale^KC^Base^204.17^77.9^33
Luke Hudson^KC^Base^201.5^74.1^30
Scott Elarton^KC^Base^214.93^91.2^31
Odalis Perez^KC^Base^193.42^57.0^30
Gil Meche^KC^Base^201.5^76.0^28
Neal Musser^KC^Base^196.11^81.7^27
Brian Bannister^KC^Base^198.81^76.76^26
Zack Greinke^KC^Base^198.81^76.0^23
Jorge De La Rosa^KC^Base^196.11^72.2^26
Todd Wellemeyer^KC^Pivot^201.5^77.9^28
Jimmy Gobble^KC^Pivot^201.5^72.2^26
Joel Peralta^KC^Pivot^190.75^60.8^31
Ryan Braun^KC^Pivot^196.11^81.7^27
Joakim Soria^KC^Pivot^201.5^70.3^23
Ken Ray^KC^Pivot^198.81^76.0^32
David Riske^KC^Pivot^198.81^72.2^30
Octavio Dotel^KC^Pivot^193.42^79.8^33
Joe Nelson^KC^Pivot^198.81^70.3^32
Gerald Laird^TEX^Base^198.81^83.6^27
Miguel Ojeda^TEX^Base^198.81^72.2^32
Guillermo Quiroz^TEX^Base^196.11^76.76^25
Chris Stewart^TEX^Base^204.17^77.9^25
Mark Teixeira^TEX^Pivot^201.5^83.6^27
Ian Kinsler^TEX^Alero^193.42^66.5^25
Joaquin Arias^TEX^Ala-pivot^196.11^60.8^22
Michael Young^TEX^Ala-pivot^196.11^72.2^30
Hank Blalock^TEX^Alero^196.11^76.0^26
Marlon Byrd^TEX^Escolta^193.42^87.02^30
Brad Wilkerson^TEX^Escolta^193.42^78.28^30
Sammy Sosa^TEX^Escolta^193.42^83.6^38
Kenny Lofton^TEX^Escolta^193.42^68.4^40
Frank Catalanotto^TEX^Escolta^190.75^74.1^33
Nelson Cruz^TEX^Escolta^201.5^66.5^27
Jason Botts^TEX^Alero^206.86^95.0^27
Robinson Tejeda^TEX^Base^201.5^71.44^25
John Rheinecker^TEX^Base^198.81^87.4^28
Edinson Volquez^TEX^Base^196.11^72.2^24
A.J. Murray^TEX^Base^201.5^76.0^25
Brandon McCarthy^TEX^Base^212.24^72.2^24
Vicente Padilla^TEX^Base^198.81^83.22^29
Kevin Millwood^TEX^Base^204.17^89.3^32
John Koronka^TEX^Base^196.11^68.4^27
Frank Francisco^TEX^Pivot^198.81^68.4^27
Francisco Cruceta^TEX^Pivot^198.81^68.4^26
Akinori Otsuka^TEX^Pivot^193.42^76.0^35
Eric Gagne^TEX^Pivot^198.81^88.92^31
Ron Mahay^TEX^Pivot^198.81^70.3^36
Joaquin Benoit^TEX^Pivot^201.5^83.6^30
Rick Bauer^TEX^Pivot^209.55^84.74^30
Josh Rupe^TEX^Pivot^198.81^76.0^25
Wes Littleton^TEX^Pivot^198.81^79.8^24
C.J. Wilson^TEX^Pivot^198.81^76.0^26
Scott Feldman^TEX^Pivot^206.86^79.8^24
Gregg Zaun^TOR^Base^188.06^72.2^36
Jason Phillips^TOR^Base^196.11^67.26^30
Lyle Overbay^TOR^Pivot^198.81^86.26^30
Russ Adams^TOR^Alero^196.11^68.4^26
Aaron Hill^TOR^Alero^190.75^74.1^25
Jason Smith^TOR^Alero^201.5^75.62^30
John McDonald^TOR^Ala-pivot^190.75^66.5^32
Royce Clayton^TOR^Ala-pivot^193.42^70.3^37
Troy Glaus^TOR^Alero^206.86^91.2^31
John Hattig^TOR^Alero^198.81^79.8^27
Reed Johnson^TOR^Escolta^188.06^68.4^30
Alex Rios^TOR^Escolta^206.86^73.72^26
Vernon Wells^TOR^Escolta^196.11^85.5^28
Frank Thomas^TOR^Alero^206.86^104.5^39
Adam Lind^TOR^Alero^198.81^74.1^24
Shaun Marcum^TOR^Base^193.42^68.4^25
Casey Janssen^TOR^Base^204.17^77.9^25
Gustavo Chacin^TOR^Base^190.75^73.34^26
A.J. Burnett^TOR^Base^204.17^87.4^30
Roy Halladay^TOR^Base^209.55^87.4^30
John Thomson^TOR^Base^201.5^83.6^33
Tomo Ohka^TOR^Base^196.11^76.0^31
B.J. Ryan^TOR^Pivot^209.55^94.62^31
Scott Downs^TOR^Pivot^198.81^72.2^31
Brian Tallet^TOR^Pivot^212.24^79.04^29
Matt Roney^TOR^Pivot^201.5^93.1^27
Tracy Thorpe^TOR^Pivot^204.17^95.0^26
Jean Machi^TOR^Pivot^193.42^60.8^24
Brandon League^TOR^Pivot^201.5^72.96^24
Dustin McGowan^TOR^Pivot^201.5^83.6^25
Jason Frasor^TOR^Pivot^188.06^64.6^30
Francisco Rosario^TOR^Pivot^193.42^74.86^26
Davis Romero^TOR^Pivot^188.06^58.9^24
Jeremy Accardo^TOR^Pivot^198.81^72.2^25
Mike Redmond^MIN^Base^190.75^76.0^36
Joe Mauer^MIN^Base^204.17^83.6^24
Chris Heintz^MIN^Base^196.11^79.8^33
Justin Morneau^MIN^Pivot^204.17^86.64^26
Luis Castillo^MIN^Alero^190.75^72.2^31
Alexi Casilla^MIN^Alero^185.37^60.8^23
Alejandro Machado^MIN^Alero^193.42^69.92^25
Jason Bartlett^MIN^Ala-pivot^193.42^68.4^27
Luis Rodriguez^MIN^Alero^185.37^68.4^27
Jeff Cirillo^MIN^Alero^196.11^76.0^37
Nick Punto^MIN^Alero^185.37^66.88^29
Jason Tyner^MIN^Escolta^196.11^60.8^30
Michael Cuddyer^MIN^Escolta^198.81^84.36^28
Torii Hunter^MIN^Escolta^198.81^80.18^32
Lew Ford^MIN^Escolta^193.42^74.1^31
Jason Kubel^MIN^Escolta^190.75^76.0^25
Josh Rabe^MIN^Alero^198.81^79.8^28
Rondell White^MIN^Alero^196.11^85.5^35
Ramon Ortiz^MIN^Base^193.42^66.5^34
Johan Santana^MIN^Base^193.42^78.28^28
Carlos Silva^MIN^Base^204.17^91.2^28
Matt Garza^MIN^Base^204.17^70.3^23
Boof Bonser^MIN^Base^204.17^98.8^25
Francisco Liriano^MIN^Base^198.81^70.3^23
Scott Baker^MIN^Base^204.17^83.98^25
Pat Neshek^MIN^Pivot^201.5^77.9^26
Glen Perkins^MIN^Pivot^190.75^76.0^24
Julio DePaula^MIN^Pivot^193.42^64.6^24
Juan Rincon^MIN^Pivot^190.75^76.38^28
Jesse Crain^MIN^Pivot^196.11^77.9^26
Matt Guerrier^MIN^Pivot^201.5^70.3^29
Joe Nathan^MIN^Pivot^204.17^77.9^32
Dennys Reyes^MIN^Pivot^201.5^93.1^30
Brayan Pe?a^ATL^Base^190.75^83.6^25
Brian McCann^ATL^Base^201.5^79.8^23
Craig Wilson^ATL^Pivot^198.81^83.6^30
Chris Woodward^ATL^Alero^193.42^70.3^31
Pete Orr^ATL^Alero^196.11^66.5^28
Martin Prado^ATL^Alero^196.11^64.6^23
Tony Pe?a^ATL^Ala-pivot^196.11^68.4^26
Edgar Renteria^ATL^Ala-pivot^196.11^76.0^32
Chipper Jones^ATL^Alero^204.17^79.8^35
Willy Aybar^ATL^Alero^193.42^66.5^24
Jeff Francoeur^ATL^Escolta^204.17^83.6^23
Matt Diaz^ATL^Escolta^196.11^78.28^29
Kelly Johnson^ATL^Escolta^196.11^68.4^25
Andruw Jones^ATL^Escolta^196.11^79.8^30
Ryan Langerhans^ATL^Escolta^201.5^74.1^27
Scott Thorman^ATL^Escolta^201.5^76.0^25
T.J. Bohn^ATL^Escolta^206.86^76.0^27
Tim Hudson^ATL^Base^196.11^62.32^32
Jonathan Johnson^ATL^Base^193.42^68.4^33
John Smoltz^ATL^Base^201.5^83.6^40
Mike Hampton^ATL^Base^188.06^74.1^34
Kyle Davies^ATL^Base^198.81^77.9^23
Chuck James^ATL^Base^193.42^64.6^25
Phil Stockman^ATL^Pivot^214.93^91.2^27
Macay McBride^ATL^Pivot^190.75^79.8^24
Joey Devine^ATL^Pivot^190.75^74.1^23
Peter Moylan^ATL^Pivot^198.81^76.0^28
Mike Gonzalez^ATL^Pivot^198.81^77.9^29
Lance Cormier^ATL^Pivot^196.11^72.96^27
Blaine Boyer^ATL^Pivot^201.5^72.2^26
Manny Acosta^ATL^Pivot^204.17^64.6^26
Bob Wickman^ATL^Pivot^196.11^91.2^38
Tanyon Sturtze^ATL^Pivot^206.86^76.0^36
Oscar Villarreal^ATL^Pivot^193.42^77.9^25
Rafael Soriano^ATL^Pivot^196.11^66.5^27
Chad Paronto^ATL^Pivot^206.86^95.0^32
Tyler Yates^ATL^Pivot^204.17^83.6^30
Henry Blanco^CHC^Base^190.75^85.12^36
Michael Barrett^CHC^Base^201.5^79.8^30
